ZCTA,PERCENT_TOTAL,POPULATION,A00_B99_R1000,Benign_R1000,D50_D64_R1000,E00_E99_R1000,G00_G99_R1000,J00_J99_R1000,K00_K99_R1000,N00_N99_R1000,O00_O07_R1000,O10_O99_R1000,P00_P99_R1000,Q00_Q99_R1000,Abnormal_R1000,Residual_R1000,V01_Y89_R1000,SIDS_R1000
ZCTA32324,0.000229564,4726,1.69,0.42,0.42,3.81,3.17,5.71,1.48,0.85,0.00,0.00,0.21,0.21,0.85,9.31,4.66,0.21
ZCTA32686,0.000231410,4764,1.05,0.63,0.42,1.47,2.10,2.73,0.84,0.42,0.00,0.00,0.84,0.00,1.26,5.25,7.14,0.21
ZCTA32732,0.000233596,4809,2.08,0.00,0.00,1.46,2.29,3.12,0.62,0.62,0.00,0.00,0.00,0.00,0.42,6.03,5.41,0.00
ZCTA32565,0.000234421,4826,1.24,0.83,0.00,1.45,3.52,9.53,1.66,1.04,0.00,0.00,0.21,0.21,1.04,6.63,6.22,0.21
ZCTA33890,0.000236656,4872,1.23,0.41,0.00,3.08,1.44,4.93,0.62,0.00,0.00,0.21,0.21,0.00,0.00,3.69,5.13,0.00
ZCTA33043,0.000239376,4928,0.41,0.00,0.20,0.41,1.83,1.83,1.83,0.61,0.00,0.00,0.00,0.00,1.42,5.48,5.07,0.00
ZCTA34945,0.000243796,5019,0.20,0.20,0.20,1.59,1.99,4.38,1.00,0.60,0.00,0.00,0.00,0.00,0.20,4.18,3.39,0.00
ZCTA32628,0.000244816,5040,1.98,0.00,0.20,1.98,1.59,5.56,1.39,1.39,0.00,0.00,0.20,0.00,2.18,5.56,4.76,0.00
ZCTA34217,0.000249042,5127,0.98,1.56,0.00,0.98,4.49,5.66,0.98,1.37,0.00,0.00,0.00,0.20,1.56,6.24,3.51,0.00
ZCTA34981,0.000249625,5139,1.36,0.00,0.00,0.78,3.89,7.39,0.58,0.58,0.00,0.00,0.19,0.19,0.39,6.23,2.92,0.00
ZCTA32421,0.000255309,5256,0.95,0.19,0.19,1.90,2.09,6.66,1.33,0.95,0.00,0.19,0.00,0.19,0.19,4.38,3.23,0.19
ZCTA32619,0.000258709,5326,1.31,0.38,0.56,2.07,0.56,5.63,1.31,0.75,0.00,0.00,0.19,0.00,1.13,7.70,7.13,0.00
ZCTA32113,0.000260652,5366,1.49,0.37,0.00,2.80,3.17,8.20,1.86,1.86,0.00,0.00,0.56,0.56,0.56,5.22,10.44,0.19
ZCTA32508,0.000261380,5381,0.00,0.19,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.37,0.00
ZCTA32621,0.000262012,5394,1.11,0.19,0.00,3.34,1.67,5.75,1.11,1.11,0.00,0.19,0.00,0.37,1.11,7.79,4.63,0.19
ZCTA33620,0.000262400,5402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZCTA33785,0.000267889,5515,0.73,0.54,0.18,1.09,3.63,4.90,1.45,0.36,0.00,0.00,0.00,0.18,3.08,5.26,5.98,0.00
ZCTA33070,0.000268035,5518,1.09,0.00,0.00,1.27,4.53,3.08,1.09,0.36,0.00,0.00,0.00,0.00,0.72,7.07,5.44,0.00
ZCTA33493,0.000269249,5543,0.54,0.00,0.18,1.80,0.36,1.80,0.54,0.18,0.00,0.00,0.18,0.18,0.54,1.80,2.71,0.00
ZCTA32130,0.000271095,5581,1.25,0.72,0.18,0.90,1.97,6.63,0.36,1.25,0.00,0.00,0.00,0.18,0.54,3.23,5.73,0.00
ZCTA32189,0.000272553,5611,1.78,0.53,0.18,4.46,2.32,10.52,2.32,0.89,0.00,0.00,0.18,0.00,0.71,8.91,8.02,0.00
ZCTA32145,0.000274884,5659,1.41,0.18,0.00,2.30,0.88,6.01,1.77,0.53,0.00,0.00,0.35,0.18,0.35,5.83,5.48,0.00
ZCTA32535,0.000276584,5694,1.58,0.18,0.00,0.88,1.76,8.25,0.35,0.70,0.00,0.18,0.18,0.00,3.34,4.21,2.63,0.00
ZCTA32531,0.000278576,5735,1.39,0.17,0.00,1.74,1.22,5.06,1.57,1.05,0.00,0.00,0.17,0.17,0.70,7.32,5.41,0.17
ZCTA32234,0.000280762,5780,1.21,0.87,0.17,2.60,1.56,7.61,1.38,1.04,0.00,0.00,0.35,0.00,0.52,4.84,8.65,0.00
ZCTA34753,0.000282607,5818,0.34,0.00,0.17,0.86,0.69,1.20,1.20,0.17,0.00,0.00,0.00,0.69,0.00,2.75,2.23,0.00
ZCTA32124,0.000282850,5823,0.86,0.17,0.17,0.34,1.37,2.23,0.69,0.86,0.00,0.00,0.00,0.17,0.69,2.40,3.26,0.00
ZCTA32460,0.000283239,5831,1.71,0.17,0.17,1.37,3.26,4.97,0.51,0.86,0.00,0.00,0.00,0.17,1.37,4.63,4.46,0.00
ZCTA34251,0.000287659,5922,1.18,0.17,0.17,1.18,1.86,2.70,0.68,0.51,0.00,0.00,0.00,0.00,0.51,3.88,6.59,0.00
ZCTA34946,0.000289019,5950,1.34,0.67,0.00,2.52,1.68,5.88,0.84,1.01,0.00,0.00,0.17,0.00,0.50,6.55,6.55,0.17
ZCTA34433,0.000289359,5957,0.84,1.18,0.00,2.85,1.51,9.23,3.02,0.67,0.00,0.00,0.00,0.17,0.67,4.70,7.89,0.00
ZCTA32087,0.000290428,5979,0.84,0.17,0.17,1.00,1.34,4.01,0.50,0.33,0.00,0.00,0.00,0.00,0.50,3.51,3.01,0.00
ZCTA32730,0.000291011,5991,1.00,0.50,0.00,1.34,1.50,4.84,1.00,1.00,0.00,0.00,0.33,0.50,0.83,6.68,3.84,0.00
ZCTA33920,0.000291108,5993,0.67,0.33,0.00,1.00,1.67,4.84,1.00,0.33,0.00,0.00,0.17,0.00,0.50,5.84,5.17,0.00
ZCTA34291,0.000297228,6119,0.33,0.00,0.00,1.47,1.31,3.43,1.31,0.33,0.00,0.00,0.16,0.16,0.00,3.11,2.45,0.00
ZCTA32202,0.000299463,6165,1.14,0.32,0.16,3.08,0.65,4.06,1.46,0.65,0.00,0.00,0.00,0.00,0.81,4.38,6.65,0.00
ZCTA32321,0.000304903,6277,0.80,0.32,0.16,1.43,2.23,3.82,0.80,1.27,0.00,0.00,0.00,0.00,0.48,4.14,3.66,0.00
ZCTA32466,0.000313307,6450,0.93,2.95,0.00,1.40,1.40,6.36,0.93,0.16,0.00,0.00,0.00,0.00,0.47,4.50,3.88,0.16
ZCTA34688,0.000315590,6497,1.69,0.31,0.00,1.54,4.77,6.46,1.54,0.46,0.00,0.00,0.00,0.00,4.00,6.16,3.85,0.00
ZCTA33042,0.000316901,6524,1.38,0.31,0.00,0.61,2.15,3.53,0.92,0.77,0.00,0.00,0.15,0.00,0.46,4.29,6.44,0.00
ZCTA33158,0.000322584,6641,0.60,0.30,0.00,0.60,2.71,2.41,0.15,0.45,0.00,0.00,0.00,0.30,0.15,3.31,1.51,0.00
ZCTA32352,0.000325353,6698,0.90,0.15,0.15,1.64,0.60,2.99,0.45,1.64,0.00,0.00,0.30,0.30,0.30,5.08,3.14,0.45
ZCTA33953,0.000334437,6885,1.02,0.44,0.15,1.89,2.03,5.66,1.31,1.02,0.00,0.00,0.15,0.00,1.02,6.97,1.89,0.00
ZCTA32064,0.000334582,6888,2.47,0.58,0.44,3.48,4.07,13.65,1.31,1.02,0.00,0.00,0.00,0.00,2.18,16.84,4.79,0.15
ZCTA33548,0.000343083,7063,1.56,0.28,0.00,0.57,3.11,3.82,1.13,0.28,0.00,0.00,0.00,0.14,0.57,5.80,3.26,0.00
ZCTA32266,0.000343909,7080,0.99,0.14,0.00,0.71,1.98,1.98,0.56,1.13,0.00,0.00,0.00,0.00,0.56,6.07,5.23,0.00
ZCTA32666,0.000347163,7147,1.96,0.42,0.00,2.10,1.96,4.06,0.56,0.56,0.00,0.00,0.14,0.14,0.84,6.44,6.30,0.00
ZCTA32814,0.000347552,7155,0.42,0.14,0.00,0.00,1.26,0.42,0.14,0.14,0.00,0.00,0.14,0.00,0.00,1.12,2.24,0.00
ZCTA33471,0.000347552,7155,0.56,0.00,0.00,1.26,1.12,3.63,0.70,0.42,0.00,0.00,0.14,0.00,0.42,4.61,4.05,0.14
ZCTA32424,0.000348863,7182,1.39,0.84,0.14,3.34,5.85,9.33,0.56,2.23,0.00,0.00,0.14,0.14,0.28,7.80,4.04,0.28
ZCTA32603,0.000349495,7195,0.00,0.00,0.00,0.00,0.14,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.42,0.00,0.00
ZCTA33957,0.000350903,7224,0.55,0.42,0.14,0.83,2.21,4.43,1.25,0.14,0.00,0.00,0.00,0.00,1.25,5.81,3.32,0.00
ZCTA34228,0.000351341,7233,1.94,0.69,0.14,0.97,5.12,5.81,0.41,1.11,0.00,0.00,0.00,0.00,4.29,9.12,4.15,0.00
ZCTA34614,0.000351535,7237,0.69,0.55,0.14,2.63,1.11,4.15,0.69,0.41,0.00,0.00,0.00,0.28,2.63,4.15,4.15,0.14
ZCTA34602,0.000355275,7314,0.96,0.68,0.27,2.19,1.50,7.25,0.96,0.41,0.00,0.00,0.14,0.14,1.91,3.55,4.38,0.14
ZCTA32435,0.000355810,7325,1.23,0.41,0.00,2.59,3.00,7.51,1.23,1.64,0.00,0.00,0.00,0.00,1.50,6.96,3.55,0.41
ZCTA32134,0.000358287,7376,1.63,0.54,0.14,2.98,3.25,10.30,2.17,0.95,0.00,0.00,0.14,0.00,0.95,8.27,11.25,0.27
ZCTA33031,0.000358821,7387,0.41,0.27,0.00,0.95,1.76,3.93,1.08,0.27,0.00,0.00,0.27,0.00,0.41,2.98,3.93,0.00
ZCTA34949,0.000360861,7429,1.75,1.08,0.27,2.42,3.50,7.27,1.35,0.67,0.00,0.00,0.13,0.00,0.81,4.85,4.31,0.00
ZCTA33715,0.000363727,7488,1.07,0.67,0.00,1.34,2.94,5.61,1.47,0.53,0.00,0.00,0.13,0.13,5.21,6.41,3.74,0.00
ZCTA32204,0.000364650,7507,1.20,0.93,0.27,2.40,3.60,7.86,2.00,1.60,0.00,0.00,0.13,0.13,0.93,11.19,7.06,0.00
ZCTA32132,0.000364990,7514,1.33,0.27,0.27,1.73,3.33,10.78,2.26,1.86,0.00,0.00,0.00,0.00,0.93,8.78,5.46,0.27
ZCTA32040,0.000367710,7570,0.92,0.00,0.00,1.85,1.72,6.47,0.53,0.40,0.00,0.00,0.13,0.26,1.19,5.94,5.02,0.00
ZCTA33128,0.000368439,7585,1.71,0.00,0.00,1.98,3.69,7.78,1.05,1.05,0.00,0.00,0.26,0.26,0.26,6.33,3.96,0.00
ZCTA32066,0.000372276,7664,0.65,0.26,0.13,1.70,0.39,4.18,0.78,0.52,0.00,0.00,0.00,0.39,0.52,4.70,4.44,0.00
ZCTA33834,0.000373782,7695,0.65,0.13,0.00,0.78,0.52,2.21,0.26,0.26,0.00,0.00,0.13,0.13,0.52,3.25,3.25,0.00
ZCTA34242,0.000374316,7706,0.91,0.26,0.13,1.04,4.67,7.66,1.69,0.91,0.00,0.00,0.13,0.00,2.47,7.92,4.02,0.00
ZCTA33767,0.000374705,7714,1.17,0.78,0.00,1.30,4.28,5.57,1.30,1.17,0.00,0.00,0.26,0.13,6.09,7.78,4.28,0.00
ZCTA34434,0.000375531,7731,0.91,0.91,0.26,2.85,1.94,6.60,1.68,0.78,0.00,0.00,0.26,0.26,1.16,5.17,5.95,0.00
ZCTA32440,0.000377037,7762,1.16,0.13,0.00,1.80,3.74,7.34,1.16,2.45,0.00,0.00,0.00,0.26,2.19,9.02,3.09,0.39
ZCTA32347,0.000378640,7795,1.15,0.26,0.13,4.75,1.28,7.70,1.03,1.54,0.00,0.00,0.13,0.26,0.26,9.88,4.62,0.13
ZCTA33850,0.000378980,7802,3.33,0.26,0.26,2.56,2.31,8.20,1.15,1.28,0.00,0.00,0.26,0.38,1.03,7.18,4.61,0.26
ZCTA34229,0.000380048,7824,1.15,0.38,0.26,1.02,2.94,5.11,1.15,0.51,0.00,0.00,0.00,0.26,1.79,5.75,4.60,0.00
ZCTA34211,0.000383011,7885,0.13,0.13,0.00,0.25,3.42,2.54,0.38,0.38,0.00,0.00,0.00,0.13,1.01,5.58,2.92,0.13
ZCTA32948,0.000384129,7908,0.63,0.25,0.13,0.38,0.89,1.77,0.13,0.51,0.00,0.00,0.38,0.00,0.00,1.52,2.28,0.13
ZCTA32136,0.000385343,7933,1.89,0.38,0.00,1.64,4.16,8.19,1.39,1.51,0.00,0.00,0.13,0.13,0.63,8.19,6.30,0.00
ZCTA34431,0.000386557,7958,1.01,0.13,0.13,3.14,4.15,8.67,1.38,1.01,0.00,0.00,0.13,0.00,1.76,6.03,7.16,0.13
ZCTA32110,0.000389035,8009,0.75,0.50,0.12,2.50,1.62,9.11,0.87,0.62,0.00,0.00,0.00,0.00,0.50,8.12,6.49,0.00
ZCTA32112,0.000391220,8054,1.74,0.25,0.00,3.23,2.48,5.96,1.12,1.12,0.00,0.00,0.50,0.62,0.25,7.45,6.33,0.00
ZCTA32618,0.000391415,8058,0.37,0.50,0.00,2.48,1.12,5.71,0.74,0.12,0.00,0.00,0.00,0.00,1.61,6.95,4.59,0.12
ZCTA32179,0.000392241,8075,0.74,0.50,0.12,3.59,3.10,9.91,2.60,0.37,0.00,0.00,0.50,0.25,0.87,6.93,10.03,0.12
ZCTA33762,0.000393115,8093,0.74,0.12,0.00,1.24,1.36,3.21,0.37,0.37,0.00,0.00,0.00,0.00,1.61,3.09,3.46,0.00
ZCTA32465,0.000397292,8179,0.98,2.08,0.00,2.93,1.22,5.99,0.86,0.49,0.00,0.00,0.00,0.24,0.61,3.67,4.16,0.24
ZCTA33597,0.000398652,8207,1.22,0.12,0.12,2.56,1.95,6.46,1.71,0.49,0.00,0.12,0.24,0.00,0.73,7.55,4.51,0.12
ZCTA34637,0.000398750,8209,0.37,0.12,0.12,0.85,1.10,2.44,0.85,0.37,0.00,0.00,0.00,0.00,0.73,3.29,2.19,0.00
ZCTA34436,0.000399527,8225,0.36,0.61,0.12,2.92,0.85,9.12,2.07,0.36,0.00,0.12,0.00,0.24,1.58,4.86,5.35,0.12
ZCTA34429,0.000401810,8272,1.45,0.60,0.00,3.26,2.78,12.57,2.54,1.21,0.00,0.00,0.12,0.36,1.57,8.95,6.89,0.24
ZCTA32456,0.000409825,8437,0.71,1.90,0.12,3.32,5.10,5.93,1.19,0.47,0.00,0.00,0.24,0.24,1.42,7.47,3.44,0.00
ZCTA32448,0.000411913,8480,0.94,0.47,0.24,1.77,3.07,5.90,1.30,1.06,0.00,0.00,0.12,0.35,0.59,6.25,4.36,0.00
ZCTA33194,0.000412156,8485,0.12,0.12,0.00,0.59,1.41,0.59,0.00,0.47,0.00,0.00,0.12,0.00,0.12,1.41,1.18,0.00
ZCTA32550,0.000412399,8490,0.59,0.59,0.00,1.06,4.00,5.77,1.18,1.41,0.00,0.00,0.00,0.12,0.71,7.30,3.42,0.00
ZCTA33476,0.000418617,8618,0.70,0.00,0.12,3.02,1.04,3.60,0.70,1.62,0.00,0.00,0.46,0.00,0.81,3.02,5.34,0.12
ZCTA34987,0.000420657,8660,0.69,0.35,0.12,1.50,3.23,4.27,0.81,1.15,0.00,0.00,0.00,0.35,0.23,4.04,3.12,0.00
ZCTA33540,0.000424397,8737,2.06,0.57,0.23,2.63,4.23,9.84,1.03,1.72,0.00,0.00,0.23,0.11,2.52,6.07,6.07,0.00
ZCTA34607,0.000426389,8778,1.48,0.68,0.00,2.39,2.51,6.84,1.14,0.91,0.00,0.00,0.23,0.11,4.78,6.38,4.33,0.00
ZCTA32626,0.000426680,8784,1.37,0.46,0.11,2.16,1.82,9.22,1.14,1.14,0.00,0.00,0.46,0.23,1.48,8.88,6.03,0.11
ZCTA33947,0.000432363,8901,1.80,0.56,0.34,1.12,4.38,8.99,2.02,0.90,0.00,0.00,0.11,0.22,0.67,8.65,3.82,0.00
ZCTA33841,0.000434452,8944,1.12,0.22,0.22,2.35,1.79,5.93,0.45,0.89,0.00,0.00,0.34,0.22,1.12,5.25,3.69,0.11
ZCTA32976,0.000437221,9001,1.56,1.11,0.00,4.00,4.11,12.22,3.33,2.89,0.00,0.00,0.11,0.11,1.67,14.55,8.22,0.00
ZCTA32820,0.000448830,9240,1.08,0.00,0.00,1.08,1.19,2.49,1.62,0.54,0.00,0.00,0.32,0.22,0.00,3.14,3.79,0.00
ZCTA33954,0.000451453,9294,1.51,0.32,0.00,1.51,4.09,6.89,1.51,1.29,0.00,0.00,0.43,0.00,1.08,9.47,4.63,0.00
ZCTA32561,0.000451987,9305,0.86,0.54,0.00,1.18,4.19,4.51,0.21,0.97,0.00,0.00,0.00,0.11,0.64,7.85,2.69,0.11
ZCTA34428,0.000455096,9369,0.75,0.11,0.11,2.35,1.60,8.65,3.10,1.39,0.00,0.00,0.00,0.00,1.07,6.30,6.30,0.00
ZCTA32827,0.000457622,9421,0.74,0.21,0.11,1.17,1.80,1.80,0.64,0.11,0.00,0.00,0.11,0.00,0.74,4.25,2.44,0.00
ZCTA32046,0.000457865,9426,0.85,0.21,0.00,1.91,2.23,6.05,0.85,1.06,0.00,0.00,0.64,0.00,0.21,8.81,4.99,0.21
ZCTA33050,0.000458205,9433,0.74,0.21,0.21,1.06,0.95,3.82,2.12,0.32,0.00,0.00,0.11,0.00,1.17,4.77,5.51,0.00
ZCTA32833,0.000471029,9697,0.93,0.31,0.10,1.03,0.82,4.54,0.52,0.41,0.00,0.00,0.10,0.10,0.31,2.27,4.23,0.00
ZCTA32052,0.000471369,9704,0.62,0.10,0.00,1.85,1.13,5.15,0.72,0.72,0.00,0.00,0.10,0.10,0.82,4.53,3.30,0.00
ZCTA33896,0.000473409,9746,0.51,0.21,0.10,1.03,0.62,2.98,0.21,1.03,0.00,0.00,0.21,0.21,0.41,2.77,2.36,0.00
ZCTA32222,0.000474672,9772,0.92,0.20,0.20,1.23,1.13,3.79,0.51,0.10,0.00,0.00,0.31,0.31,0.51,4.71,4.91,0.10
ZCTA33316,0.000476080,9801,1.02,0.61,0.41,0.92,1.73,7.04,1.43,1.12,0.00,0.00,0.00,0.31,0.71,8.06,6.63,0.00
ZCTA32736,0.000481958,9922,0.71,0.20,0.10,1.21,2.22,3.33,1.31,0.40,0.00,0.00,0.10,0.30,0.50,7.26,4.54,0.10
ZCTA32439,0.000483998,9964,0.60,0.10,0.30,1.30,1.30,4.42,0.80,1.20,0.00,0.00,0.00,0.10,1.30,4.22,4.01,0.20
ZCTA32095,0.000486038,10006,0.70,0.40,0.00,1.00,1.20,3.80,1.00,0.40,0.00,0.00,0.10,0.20,0.10,5.30,3.00,0.00
ZCTA33480,0.000487058,10027,1.20,0.50,0.00,1.20,7.78,7.48,0.90,1.89,0.00,0.00,0.00,0.20,2.79,9.27,4.09,0.00
ZCTA34956,0.000488516,10057,0.50,0.30,0.00,0.50,1.09,2.59,1.09,0.40,0.00,0.00,0.50,0.10,0.20,2.59,3.78,0.00
ZCTA32038,0.000490750,10103,1.09,0.20,0.00,1.98,0.99,6.63,1.88,0.69,0.00,0.00,0.30,0.20,1.39,7.62,4.16,0.10
ZCTA32680,0.000491139,10111,2.37,0.49,0.10,2.37,1.38,10.38,1.58,0.99,0.00,0.00,0.20,0.20,2.08,7.22,6.82,0.10
ZCTA32920,0.000494539,10181,1.67,0.59,0.00,1.77,1.47,6.97,3.14,0.20,0.00,0.00,0.00,0.10,0.79,8.05,9.92,0.00
ZCTA33966,0.000494733,10185,0.69,0.00,0.00,0.59,1.37,3.24,0.29,0.10,0.00,0.00,0.00,0.00,0.29,3.63,2.06,0.00
ZCTA32579,0.000494830,10187,1.08,0.79,0.10,1.96,2.75,5.69,1.28,1.47,0.00,0.10,0.00,0.00,1.28,7.85,5.40,0.10
ZCTA32409,0.000495025,10191,1.28,2.06,0.00,2.65,1.86,6.97,0.39,0.39,0.00,0.00,0.10,0.49,0.10,4.71,4.71,0.20
ZCTA33859,0.000503428,10364,1.54,0.29,0.39,2.03,3.09,7.43,1.74,1.06,0.00,0.00,0.19,0.39,0.77,5.69,5.02,0.10
ZCTA32407,0.000506780,10433,0.86,1.73,0.00,2.01,2.40,6.52,1.53,0.67,0.00,0.00,0.10,0.00,1.63,5.85,5.27,0.00
ZCTA32754,0.000506925,10436,1.72,0.38,0.19,1.44,1.34,7.67,1.92,0.86,0.00,0.00,0.29,0.10,0.48,9.29,6.90,0.19
ZCTA32148,0.000507605,10450,1.44,0.38,0.10,2.87,1.44,10.33,2.01,0.77,0.00,0.00,0.19,0.19,0.48,8.33,4.40,0.19
ZCTA34488,0.000509986,10499,1.90,0.38,0.19,3.52,3.52,10.29,3.14,1.24,0.00,0.00,0.29,0.19,1.62,6.57,8.19,0.00
ZCTA32169,0.000510131,10502,1.24,0.67,0.10,3.71,4.86,8.28,1.62,1.62,0.00,0.00,0.00,0.10,0.57,7.62,4.38,0.00
ZCTA32333,0.000510326,10506,1.81,0.57,0.19,1.90,1.90,5.62,1.71,1.05,0.00,0.00,0.19,0.00,0.57,8.66,3.62,0.10
ZCTA34448,0.000515863,10620,1.41,0.47,0.09,3.11,2.17,12.71,3.11,0.47,0.00,0.00,0.00,0.19,1.51,7.25,6.78,0.09
ZCTA34461,0.000518000,10664,1.22,0.56,0.00,3.19,3.56,10.69,1.59,1.03,0.00,0.00,0.09,0.56,1.59,12.10,6.00,0.09
ZCTA33931,0.000518535,10675,0.94,0.47,0.00,1.59,2.44,5.81,1.69,0.19,0.00,0.00,0.00,0.09,0.56,6.28,6.65,0.00
ZCTA33981,0.000521158,10729,1.77,0.75,0.00,1.40,2.33,5.59,1.77,1.12,0.00,0.00,0.00,0.00,0.84,6.52,2.89,0.00
ZCTA34450,0.000522032,10747,0.56,0.65,0.00,3.54,1.95,10.42,2.88,1.30,0.00,0.00,0.09,0.09,1.21,7.07,6.79,0.19
ZCTA32640,0.000524121,10790,1.85,0.56,0.09,2.22,2.13,6.21,1.30,0.65,0.00,0.00,0.09,0.19,1.20,8.80,6.39,0.19
ZCTA33875,0.000530824,10928,0.92,0.46,0.00,2.65,2.01,8.33,0.82,1.28,0.00,0.00,0.00,0.09,0.55,4.85,4.30,0.18
ZCTA33037,0.000532136,10955,1.10,0.73,0.18,1.55,2.65,4.66,2.37,1.37,0.00,0.00,0.27,0.09,1.10,5.84,5.11,0.00
ZCTA33982,0.000535536,11025,1.90,0.54,0.09,1.36,2.00,6.44,1.63,0.82,0.00,0.00,0.00,0.00,0.09,6.62,3.54,0.00
ZCTA33592,0.000537625,11068,1.26,0.36,0.18,2.71,1.90,6.23,0.90,1.17,0.00,0.09,0.54,0.09,0.63,5.78,4.43,0.09
ZCTA34996,0.000540102,11119,0.63,0.63,0.00,1.71,4.05,8.18,1.17,0.81,0.00,0.00,0.00,0.27,0.99,6.66,3.69,0.00
ZCTA33843,0.000540928,11136,1.08,0.18,0.09,2.96,1.44,7.00,0.99,0.90,0.00,0.09,0.18,0.09,0.45,3.41,3.68,0.09
ZCTA34240,0.000541219,11142,0.90,0.99,0.00,0.72,2.69,3.77,0.45,0.54,0.00,0.00,0.00,0.00,1.08,5.03,3.68,0.00
ZCTA34222,0.000543259,11184,1.70,0.54,0.18,1.34,3.31,8.14,1.52,1.61,0.00,0.00,0.09,0.09,2.06,9.75,6.08,0.00
ZCTA32643,0.000544376,11207,0.89,0.09,0.27,1.07,1.96,4.91,1.25,0.62,0.00,0.00,0.27,0.54,2.32,7.67,4.55,0.09
ZCTA32340,0.000548602,11294,1.51,0.09,0.27,2.30,1.24,5.67,0.89,2.30,0.00,0.00,0.09,0.18,0.80,7.26,3.10,0.18
ZCTA33473,0.000548894,11300,0.00,0.00,0.00,0.18,0.62,1.33,0.09,0.18,0.00,0.00,0.00,0.09,0.18,2.65,1.24,0.00
ZCTA32446,0.000549040,11303,1.15,0.53,0.00,2.30,6.90,6.46,0.97,1.42,0.00,0.09,0.00,0.27,1.33,9.02,4.60,0.18
ZCTA34452,0.000553751,11400,0.79,0.88,0.00,3.77,2.81,10.96,2.11,0.70,0.00,0.00,0.09,0.09,0.61,9.30,5.79,0.18
ZCTA33955,0.000554043,11406,1.58,0.09,0.09,1.05,2.19,5.96,0.88,1.14,0.00,0.00,0.09,0.09,0.35,5.70,3.51,0.09
ZCTA34453,0.000555063,11427,0.79,0.44,0.09,1.93,2.19,9.71,2.89,0.88,0.00,0.09,0.09,0.09,0.79,6.56,4.38,0.09
ZCTA34102,0.000556374,11454,0.96,0.70,0.17,1.40,4.45,5.24,1.48,0.35,0.00,0.00,0.00,0.26,0.96,7.94,3.75,0.00
ZCTA33332,0.000559483,11518,0.17,0.17,0.09,0.35,0.78,1.04,0.17,0.26,0.00,0.00,0.09,0.26,0.09,1.48,1.39,0.00
ZCTA32501,0.000561378,11557,2.25,0.61,0.26,2.86,3.89,6.75,0.87,1.90,0.00,0.00,0.43,0.26,1.04,10.90,5.19,0.00
ZCTA34604,0.000562155,11573,0.35,0.35,0.00,2.33,1.81,5.79,0.78,0.60,0.00,0.00,0.17,0.09,2.07,4.75,3.80,0.17
ZCTA33449,0.000563563,11602,0.26,0.43,0.09,0.78,2.07,3.28,0.43,0.78,0.00,0.00,0.00,0.00,0.43,3.96,1.55,0.09
ZCTA32054,0.000569490,11724,5.80,0.17,0.17,2.47,0.60,8.53,2.47,1.28,0.00,0.00,0.17,0.17,2.05,7.59,5.20,0.00
ZCTA33483,0.000578233,11904,0.92,0.42,0.00,0.92,3.95,4.70,0.76,1.01,0.08,0.00,0.08,0.00,0.76,6.47,4.28,0.00
ZCTA32219,0.000579545,11931,1.26,0.17,0.08,2.60,1.01,5.28,0.84,1.17,0.00,0.00,0.42,0.00,0.42,6.03,5.45,0.25
ZCTA34690,0.000584256,12028,2.08,0.08,0.00,1.75,3.41,7.57,1.75,1.33,0.00,0.00,0.08,0.33,2.66,7.98,8.31,0.00
ZCTA32951,0.000584305,12029,1.00,0.58,0.00,0.67,3.08,5.15,1.66,0.91,0.00,0.00,0.00,0.08,0.75,6.40,3.74,0.00
ZCTA33868,0.000587365,12092,1.16,0.08,0.17,1.41,1.24,5.38,0.99,0.83,0.00,0.00,0.00,0.08,0.58,5.13,4.13,0.00
ZCTA32801,0.000591348,12174,1.40,0.90,0.08,2.22,4.60,7.72,1.15,0.99,0.00,0.00,0.08,0.08,0.57,7.56,5.34,0.08
ZCTA32693,0.000591931,12186,1.23,0.16,0.00,1.89,1.23,7.22,1.64,0.66,0.00,0.00,0.25,0.25,1.23,6.89,5.25,0.00
ZCTA33853,0.000595234,12254,1.71,0.33,0.24,2.77,3.51,7.51,0.65,0.82,0.00,0.08,0.33,0.08,0.41,7.59,4.24,0.08
ZCTA33513,0.000597614,12303,0.89,0.49,0.08,2.28,1.38,6.67,1.38,0.65,0.00,0.08,0.08,0.16,0.57,6.50,4.06,0.16
ZCTA34288,0.000597663,12304,0.98,0.33,0.00,0.81,1.46,2.68,0.73,0.49,0.00,0.00,0.08,0.00,0.41,4.39,2.36,0.16
ZCTA32784,0.000598100,12313,0.89,0.41,0.08,2.03,2.11,4.95,1.71,0.65,0.00,0.00,0.24,0.08,1.06,6.82,7.07,0.08
ZCTA33567,0.000598343,12318,0.89,0.32,0.08,1.06,1.70,3.57,0.57,0.16,0.00,0.00,0.32,0.00,0.32,5.28,3.90,0.00
ZCTA32344,0.000600383,12360,1.21,0.32,0.24,2.35,1.29,4.69,0.89,1.21,0.00,0.00,0.16,0.08,1.13,10.03,4.37,0.08
ZCTA32696,0.000600529,12363,1.29,0.24,0.08,2.99,1.62,6.23,1.70,0.89,0.00,0.00,0.32,0.16,1.46,7.52,5.01,0.00
